"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create a new company group/segment.","0","test_create_group","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentCompanyGroups","test_recruitment","",""
"","0","test_linkedin","tests.api","2026-07-03","failed","2026-07-03","TestAuthOther","test_auth","",""
"Create a new corporate session (DRAFT).","0","test_create_session","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentCorporateSessions","test_recruitment","",""
"","0","test_p1_delete_bookmark_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNotesP1","test_courses","",""
"P1: GET /api/v1/it-journey/explain/FAKE/backend-developer → 404.","0","test_p1_get_explain_nonexistent_session","tests.api","2026-07-03","failed","2026-07-03","TestJobsITJourneyP1","test_jobs_endpoints","",""
"","0","test_p1_start_assessment_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"P1: GET /v1/interview/analysis/FAKE → 404.","0","test_p1_analysis_nonexistent_session","tests.api","2026-07-03","failed","2026-07-03","TestInterviewNewEndpointsP1","test_interview","",""
"P1: POST /skills with empty body → 422.","0","test_p1_create_skill_empty","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipSkills","test_mentorship","",""
"POST /auth/api/company/profile without token → 401/403.","1","test_p1_create_company_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthUniversityP1","test_auth","",""
"","0","test_get_assessment_p0","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P0: GET /v1/mentors/{id}/ratings — mentor ratings.","0","test_get_mentor_ratings_new","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"P0: POST /v1/internal/idp-assessments/sessions — create an IDP assessment session.","0","test_create_internal_idp_assessment_session","tests.api","2026-07-03","failed","2026-07-03","TestQuizNewEndpoints","test_quiz","",""
"P1: GET /v1/evaluations/admin/99999 → 404.","0","test_p1_get_eval_admin_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestQuizNewEndpointsP1","test_quiz","",""
"P0: Suggest roles based on skills.","0","test_idp_suggest_roles","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDP","test_auth","",""
"POST /v1/interview/reply without token → 401/403.","1","test_p1_submit_reply_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAIInterviewP1","test_interview","",""
"P0: POST /v1/mentors/{id}/subscribe — subscribe to a mentor.","0","test_subscribe_to_mentor","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"P1: Create a course request.","0","test_idp_create_course_request","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPCRUD","test_auth","",""
"","0","test_admin_flag_review","tests.api","2026-07-03","skipped","2026-07-03","TestCoursesAdmin","test_courses","",""
"","1","test_p1_admin_flag_review_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesAdminP1","test_courses","",""
"P1: POST without token → 401/403.","1","test_p1_final_score_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestInterviewNewEndpointsP1","test_interview","",""
"","0","test_p1_enroll_missing_course_id","tests.api","2026-07-03","failed","2026-07-03","TestCoursesEnrollmentsP1","test_courses","",""
"P1: POST /api/v1/tenants/{id}/wallet/issue with empty → 422.","0","test_p1_tenant_issue_empty","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpointsP1","test_billing","",""
"DELETE /auth/roles/99999 → 404.","0","test_p1_delete_nonexistent_role","tests.api","2026-07-03","failed","2026-07-03","TestAuthProtectedP1","test_auth","",""
"POST /auth/users/99999/roles/admin → 404.","0","test_p1_add_role_to_nonexistent_user","tests.api","2026-07-03","failed","2026-07-03","TestAuthProtectedP1","test_auth","",""
"","0","test_evaluate_mcq_answers","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P0: DEL /api/v1/courses/{cid}/modules/{mid} — delete a module.","0","test_delete_module_safe","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"","0","test_p1_export_csv_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestAuthNewP1","test_auth","",""
"Schedule interview without auth should fail.","0","test_schedule_interview_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestRecruitmentNegative","test_recruitment","",""
"","0","test_list_university_groups","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversity","test_auth","",""
"P1: POST /wallet/issue with empty body → 422.","0","test_p1_issue_credits_empty","tests.api","2026-07-03","failed","2026-07-03","TestBillingWallet","test_billing","",""
"POST /v1/interview/reply with empty body → 422.","0","test_p1_submit_reply_empty_payload","tests.api","2026-07-03","failed","2026-07-03","TestAIInterviewP1","test_interview","",""
"P0: Get all student results.","0","test_student_results","tests.api","2026-07-03","failed","2026-07-03","TestAuthStudentAssessments","test_auth","",""
"","0","test_root","tests.api","2026-07-03","failed","2026-07-03","TestResume","test_resumes","",""
"P0: Gap analysis for target roles.","0","test_idp_gap_analysis","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDP","test_auth","",""
"POST /v1/interview/suggest-roles without token → 401/403.","1","test_p1_suggest_roles_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAIInterviewP1","test_interview","",""
"P1: GET /v1/internal/idp-assessments/sessions/99999 → 404.","0","test_p1_get_idp_session_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestQuizNewEndpointsP1","test_quiz","",""
"P0: Root endpoint returns 200.","0","test_root","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipHealth","test_mentorship","",""
"P0: POST /api/v1/courses/{id}/reviews — submit review.","0","test_post_course_review_new","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"P1: Regular (non-admin) user cannot access admin skills endpoint → 403.","0","test_p1_admin_get_skills_regular_user_forbidden","tests.api","2026-07-03","failed","2026-07-03","TestResumeAdmin","test_resumes","",""
"Login with non-existent email → 401 or 404.","1","test_p1_login_nonexistent_email","tests.api","2026-07-03","broken","2026-07-03","TestAuthPublicP1","test_auth","",""
"","0","test_start_interview_with_job","tests.api","2026-07-03","failed","2026-07-03","TestAIInterview","test_interview","",""
"","0","test_p1_university_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthNewP1","test_auth","",""
"P1: POST /api/v1/tenants/{id}/wallet/transfer with empty → 422.","0","test_p1_tenant_transfer_empty","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpointsP1","test_billing","",""
"Docs page should be reachable (safe smoke test).","0","test_jobs_docs","tests.api","2026-07-03","failed","2026-07-03","","test_jobs_endpoints","",""
"P1: GET /mentors/search without token → 401.","1","test_p1_mentor_search_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestMentorshipDiscovery","test_mentorship","",""
"","0","test_parse_resume","tests.api","2026-07-03","failed","2026-07-03","TestResume","test_resumes","",""
"P0: POST /api/v1/resumes/builder/generate — generate a resume.","0","test_builder_generate","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpoints","test_resumes","",""
"","0","test_p1_complete_lesson_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestCoursesEnrollmentsP1","test_courses","",""
"","0","test_p1_delete_assessment_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"P0: GET /v1/internal/idp-assessments/sessions/{id} — get IDP assessment session.","0","test_get_internal_idp_assessment_session","tests.api","2026-07-03","failed","2026-07-03","TestQuizNewEndpoints","test_quiz","",""
"","0","test_idp_save","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPAssessments","test_auth","",""
"","0","test_get_skills_from_a_specific_resume","tests.api","2026-07-03","failed","2026-07-03","TestResume","test_resumes","",""
"","1","test_internal_assessment_routes","tests.api","2026-07-03","passed","2026-07-03","TestAuthLiveSpecWrappers","test_auth","",""
"P1: GET /mentors/recommended without token → 401.","1","test_p1_recommended_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestMentorshipDiscovery","test_mentorship","",""
"","0","test_oauth_google_exchange","tests.api","2026-07-03","failed","2026-07-03","TestAuthOther","test_auth","",""
"","0","test_post_user_role","tests.api","2026-07-03","failed","2026-07-03","TestAuthUserRoles","test_auth","",""
"P1: POST /v1/me/experiences with empty body → 422.","0","test_p1_create_experience_empty","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpointsP1","test_mentorship","",""
"","0","test_p1_populate_coding_question_pool_unauthorized","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"","0","test_list_questions","tests.api","2026-07-03","failed","2026-07-03","TestCoursesQuizzes","test_courses","",""
"P1: POST /idp/generate-roadmap-from-gap with missing required field → 422.","0","test_p1_idp_roadmap_from_gap_empty","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPP1","test_auth","",""
"List all company groups.","0","test_list_groups","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentCompanyGroups","test_recruitment","",""
"","0","test_complete_lesson","tests.api","2026-07-03","failed","2026-07-03","TestCoursesEnrollments","test_courses","",""
"P0: GET /v1/me/current-mentor — get current mentor.","0","test_get_my_current_mentor","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpoints","test_mentorship","",""
"","0","test_list_assessments","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"POST /auth/universities/{id}/invites/bulk with empty list → 400/422.","0","test_p1_bulk_invite_empty_list","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"P1: GET /universities without token → 401/403.","0","test_p1_list_universities_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthUniversityCRUDP1","test_auth","",""
"","0","test_leave_company","tests.api","2026-07-03","skipped","2026-07-03","TestAuthCompanyExtended","test_auth","",""
"","0","test_p1_enroll_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesEnrollmentsP1","test_courses","",""
"P0: GET /healthz.","0","test_healthz_new","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpoints","test_resumes","",""
"P1: POST /me/mentee/goals with empty body → 422.","0","test_p1_add_goal_empty","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipSkills","test_mentorship","",""
"","0","test_popular_content","tests.api","2026-07-03","failed","2026-07-03","TestCoursesAnalytics","test_courses","",""
"","0","test_delete_assessment_p0","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"","0","test_end_assessment","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P1: All IDP endpoints without token → 401/403.","1","test_p1_idp_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthIDPP1","test_auth","",""
"","0","test_p1_create_coding_question_empty","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"","0","test_analyze_frame","tests.api","2026-07-03","failed","2026-07-03","TestAIInterview","test_interview","",""
"P0: Business metrics returns 200.","0","test_business_metrics","tests.api","2026-07-03","failed","2026-07-03","TestBillingHealth","test_billing","",""
"","0","test_del_question","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentsCRUD","test_auth","",""
"P1: POST /sessions with empty body → 422.","0","test_p1_book_session_empty","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipSessions","test_mentorship","",""
"P1: GET /v1/sessions/99999/idp → 404.","0","test_p1_get_session_idp_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpointsP1","test_mentorship","",""
"","0","test_week_finalize","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPAssessments","test_auth","",""
"P0: GET /v1/sessions/{id} — get a single session.","0","test_get_session_by_id","tests.api","2026-07-03","failed","2026-07-03","TestQuizNewEndpoints","test_quiz","",""
"P0: POST /v1/analyze/session/final-score — compute final score.","0","test_analyze_session_final_score","tests.api","2026-07-03","failed","2026-07-03","TestInterviewNewEndpoints","test_interview","",""
"Create a draft assessment for lifecycle tests.","0","test_setup_create_for_lifecycle","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentLifecycle","test_auth","",""
"P1: GET /resumes/99999/analysis → 404.","0","test_p1_get_analysis_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestResumeP1","test_resumes","",""
"POST /auth/universities/my/pending-invites/reject for already accepted invite.","0","test_p1_reject_already_accepted_invite","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"","0","test_get_session_metrics","tests.api","2026-07-03","failed","2026-07-03","TestAIInterview","test_interview","",""
"","0","test_google","tests.api","2026-07-03","failed","2026-07-03","TestAuthOther","test_auth","",""
"","0","test_list_users","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversity","test_auth","",""
"","0","test_assign_user","tests.api","2026-07-03","failed","2026-07-03","TestAuthCompanyExtended","test_auth","",""
"","0","test_get_java_questions","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P0: POST /api/v1/progress/lessons/{id}/complete.","0","test_complete_lesson_progress","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"P1: POST /idp/gap-analysis without required target_roles → 422.","0","test_p1_idp_gap_analysis_missing_target_roles","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPP1","test_auth","",""
"PUT /auth/users/{id}/roles without token → 401/403.","1","test_p1_update_roles_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthProtectedP1","test_auth","",""
"","0","test_get_resume_by_id","tests.api","2026-07-03","failed","2026-07-03","TestResume","test_resumes","",""
"","0","test_p1_generate_mcq_empty","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"P0: GET /api/v1/it-journey/roles — list available IT roles.","0","test_get_it_journey_roles_list","tests.api","2026-07-03","failed","2026-07-03","TestJobsITJourney","test_jobs_endpoints","",""
"P1: GET /v1/sessions/99999 → 404.","0","test_p1_get_session_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestQuizNewEndpointsP1","test_quiz","",""
"Cleanup: delete lifecycle assessment.","0","test_cleanup_delete","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentLifecycle","test_auth","",""
"Track candidate pipeline progress.","0","test_get_candidate_progress","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentInterviews","test_recruitment","",""
"P1: GET /v1/sessions/1 without token → 401/403.","1","test_p1_get_session_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestQuizNewEndpointsP1","test_quiz","",""
"","0","test_update_role","tests.api","2026-07-03","failed","2026-07-03","TestAuthProtected","test_auth","",""
"P1: POST /resumes/builder/enhance-section with empty → 422.","0","test_p1_enhance_section_empty","tests.api","2026-07-03","failed","2026-07-03","TestResumeP1","test_resumes","",""
"","0","test_p1_create_quiz_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesQuizzesP1","test_courses","",""
"","0","test_p1_university_group_empty","tests.api","2026-07-03","failed","2026-07-03","TestAuthNewP1","test_auth","",""
"","0","test_get_session_admin","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"","1","test_p1_populate_python_questions_unauthorized","tests.api","2026-07-03","broken","2026-07-03","TestQuizP1","test_quiz","",""
"","0","test_p1_create_session_empty","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"","0","test_daily_active_users","tests.api","2026-07-03","failed","2026-07-03","TestCoursesAnalytics","test_courses","",""
"Login with email only → 422.","1","test_p1_login_missing_password","tests.api","2026-07-03","broken","2026-07-03","TestAuthPublicP1","test_auth","",""
"P0: Get audit dashboard.","0","test_audit_dashboard","tests.api","2026-07-03","failed","2026-07-03","TestBillingAdmin","test_billing","",""
"P1: Generate PDF for lifecycle assessment.","0","test_generate_pdf_result_lifecycle","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentLifecycle","test_auth","",""
"","0","test_create_course","tests.api","2026-07-03","failed","2026-07-03","TestCoursesCRUD","test_courses","",""
"","0","test_evaluate_behavioral","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P0: AI-create assessment via Gemini.","0","test_ai_create_assessment","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessments","test_auth","",""
"P1: GET /sessions/99999/contact → 404.","0","test_p1_get_session_contact_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipSessions","test_mentorship","",""
"P1: Request superadmin to add users to your company.","0","test_request_add_users_to_company","tests.api","2026-07-03","failed","2026-07-03","TestAuthAddUserRequests","test_auth","",""
"","0","test_start_assessment","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"","0","test_get_user_recommendations","tests.api","2026-07-03","failed","2026-07-03","TestAIInterview","test_interview","",""
"P1: POST /api/v1/resumes/builder/enhance-section with empty → 422.","0","test_p1_builder_enhance_empty","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpointsP1","test_resumes","",""
"P1: GET /api/v1/it-journey/recommendations/FAKE → 404.","0","test_p1_get_recommendations_nonexistent_session","tests.api","2026-07-03","failed","2026-07-03","TestJobsITJourneyP1","test_jobs_endpoints","",""
"P1: POST /listings/recommend with empty body → 422.","0","test_p1_recommend_jobs_empty","tests.api","2026-07-03","failed","2026-07-03","TestJobsP1","test_jobs_endpoints","",""
"P1: GET /api/v1/it-journey/constraints/FAKE → 404.","0","test_p1_get_constraints_nonexistent_session","tests.api","2026-07-03","failed","2026-07-03","TestJobsITJourneyP1","test_jobs_endpoints","",""
"","0","test_p1_submit_review_missing_rating","tests.api","2026-07-03","failed","2026-07-03","TestCoursesReviewsP1","test_courses","",""
"P0: Update current user's mentorship profile.","0","test_update_me","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipProfile","test_mentorship","",""
"","1","test_healthz","tests.api","2026-07-03","broken","2026-07-03","TestCoursesHealth","test_courses","",""
"P0: Create a draft assessment for question tests.","0","test_setup_create_assessment","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentQuestions","test_auth","",""
"P1: POST /api/v1/course-reviews/99999/flags → 404.","0","test_p1_flag_review_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpointsP1","test_courses","",""
"P0: DEL /api/v1/resumes/{id} — delete a resume (safe id).","0","test_delete_resume_new","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpoints","test_resumes","",""
"Get enhanced shortlist with role, skills, branch info.","0","test_get_shortlisted_enhanced","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentShortlist","test_recruitment","",""
"Retrieve stored match results for a JD.","0","test_get_match_results","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentMatching","test_recruitment","",""
"P1: POST /listings/search with empty body → 422.","0","test_p1_search_jobs_empty","tests.api","2026-07-03","failed","2026-07-03","TestJobsP1","test_jobs_endpoints","",""
"","0","test_update_a_company_profile_by_id","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"P0: Root endpoint returns 200.","0","test_root","tests.api","2026-07-03","failed","2026-07-03","TestBillingHealth","test_billing","",""
"","0","test_list_bookmarks","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNotes","test_courses","",""
"P1: POST /sessions/99999/review → 404.","0","test_p1_create_review_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipSessions","test_mentorship","",""
"P1: GET /api/v1/resumes/99999/analysis → 404.","0","test_p1_analysis_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpointsP1","test_resumes","",""
"P1: POST /api/assessments/ai-add-questions with empty body → 422.","0","test_p1_ai_add_questions_empty","tests.api","2026-07-03","failed","2026-07-03","TestAuthAIAddQuestionsP1","test_auth","",""
"P1: POST /pricing/entries with empty body → 422.","0","test_p1_create_pricing_entry_empty","tests.api","2026-07-03","failed","2026-07-03","TestBillingPricing","test_billing","",""
"P0: DEL /api/v1/courses/{id} — delete a course (safe ID).","0","test_delete_course_safe","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"","0","test_get_user_evaluation_by_admin","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"","0","test_evaluate_aptitude","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"","0","test_generate_resume","tests.api","2026-07-03","failed","2026-07-03","TestResume","test_resumes","",""
"","0","test_p1_evaluate_mcq_empty","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"P0: POST /api/v1/lessons/{id}/bookmarks.","0","test_post_lesson_bookmark","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"POST /universities/99999/assign-admin → 404.","0","test_p1_assign_admin_nonexistent_university","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssignUniAdminP1","test_auth","",""
"P1: POST /v1/tests/schedule with empty body → 422.","0","test_p1_schedule_test_empty","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P1: POST /wallet/consume without token → 401/403.","1","test_p1_consume_credits_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestBillingWallet","test_billing","",""
"","0","test_p1_update_assessment_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"P1: GET /api/v1/it-journey/roles/nonexistent-slug → 404.","0","test_p1_get_role_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestJobsITJourneyP1","test_jobs_endpoints","",""
"","0","test_generate_aptitude","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P1: PATCH /me/mentor/availability/99999 → 404 or 403 (not mentor).","0","test_p1_update_availability_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipAvailability","test_mentorship","",""
"P1: PUT /wallet/controls without token → 401/403.","1","test_p1_update_controls_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestBillingWallet","test_billing","",""
"POST /auth/universities/{id}/invites/bulk with bad emails → 400/422.","0","test_p1_bulk_invite_invalid_emails","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversityP1","test_auth","",""
"P1: DEL module without token → 401/403.","1","test_p1_delete_module_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestCoursesNewEndpointsP1","test_courses","",""
"Get all interview schedules/rounds for a JD.","0","test_get_interview_rounds","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentInterviews","test_recruitment","",""
"P0: POST /api/v1/course-reviews/{id}/flags — flag a review.","0","test_post_review_flags","tests.api","2026-07-03","failed","2026-07-03","TestCoursesNewEndpoints","test_courses","",""
"","0","test_bulk_invite","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversities","test_auth","",""
"P0: Update a draft assessment.","0","test_update_assessment","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessments","test_auth","",""
"Schedule interview rounds for a JD.","0","test_schedule_interview","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentInterviews","test_recruitment","",""
"P0: List active credit packs (public).","0","test_list_credit_packs","tests.api","2026-07-03","failed","2026-07-03","TestBillingPricing","test_billing","",""
"","0","test_restore_and_hard_delete","tests.api","2026-07-03","failed","2026-07-03","TestJobsReal","test_jobs_endpoints","",""
"","0","test_month_start_final","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPAssessments","test_auth","",""
"","0","test_list_jobs","tests.api","2026-07-03","failed","2026-07-03","TestJobsReal","test_jobs_endpoints","",""
"","0","test_update_lesson","tests.api","2026-07-03","failed","2026-07-03","TestCoursesLessons","test_courses","",""
"","0","test_create_university","tests.api","2026-07-03","failed","2026-07-03","TestAuthUniversity","test_auth","",""
"","0","test_forgot_password","tests.api","2026-07-03","failed","2026-07-03","TestAuthOther","test_auth","",""
"","0","test_list_my_sessions","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"Create a structured Job Description.","0","test_create_jd","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentJD","test_recruitment","",""
"","0","test_reset_migration_admin","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P0: POST /api/v1/admin/activate-user/{user_id}.","0","test_admin_activate_user","tests.api","2026-07-03","failed","2026-07-03","TestBillingNewEndpoints","test_billing","",""
"P1: POST /api/v1/resumes/builder/generate with empty → 422.","0","test_p1_builder_generate_empty","tests.api","2026-07-03","failed","2026-07-03","TestResumeNewEndpointsP1","test_resumes","",""
"P1: DELETE /companies/nonexistent → 404.","0","test_p1_delete_company_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestJobsP1","test_jobs_endpoints","",""
"","0","test_p1_create_quiz_missing_fields","tests.api","2026-07-03","failed","2026-07-03","TestCoursesQuizzesP1","test_courses","",""
"GET /auth/users without token → 401/403.","1","test_p1_list_users_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestAuthUniversityP1","test_auth","",""
"POST /api/assessments/{id}/questions with empty body → 422.","0","test_p1_add_question_empty","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessmentQuestionsP1","test_auth","",""
"","0","test_run_migration_admin","tests.api","2026-07-03","failed","2026-07-03","TestQuizAPIs","test_quiz","",""
"P1: POST /admin/bootstrap-free-credits with empty → should use default.","0","test_p1_bootstrap_empty","tests.api","2026-07-03","failed","2026-07-03","TestBillingAdmin","test_billing","",""
"P1: GET /jobs/stats → 200.","0","test_p1_get_stats","tests.api","2026-07-03","failed","2026-07-03","TestJobsP1","test_jobs_endpoints","",""
"","0","test_p1_evaluate_writing_empty","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"P0: Get assessment detail by ID.","0","test_get_assessment","tests.api","2026-07-03","failed","2026-07-03","TestAuthAssessments","test_auth","",""
"Shortlist without auth should fail.","1","test_shortlist_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestRecruitmentNegative","test_recruitment","",""
"","0","test_idp_delete","tests.api","2026-07-03","failed","2026-07-03","TestAuthIDPAssessments","test_auth","",""
"","0","test_p1_get_question_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestCoursesQuizzesP1","test_courses","",""
"P1: GET /me/calendar without token → 401.","1","test_p1_get_calendar_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestMentorshipAvailability","test_mentorship","",""
"","0","test_update_user_profile","tests.api","2026-07-03","failed","2026-07-03","TestAIInterview","test_interview","",""
"Get all JDs uploaded by the current admin user.","0","test_get_jds_by_user","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentJD","test_recruitment","",""
"P1: GET /sessions without token → 401.","1","test_p1_list_sessions_no_auth","tests.api","2026-07-03","broken","2026-07-03","TestMentorshipSessions","test_mentorship","",""
"Soft-delete the test JD.","0","test_delete_jd","tests.api","2026-07-03","failed","2026-07-03","TestRecruitmentJDCleanup","test_recruitment","",""
"P1: GET /mentors/99999/profile → 404 or empty 200.","0","test_p1_get_mentor_profile_nonexistent","tests.api","2026-07-03","failed","2026-07-03","TestMentorshipDiscovery","test_mentorship","",""
"","0","test_p1_get_user_evaluation_by_admin_unauthorized","tests.api","2026-07-03","failed","2026-07-03","TestQuizP1","test_quiz","",""
"","1","test_metrics","tests.api","2026-07-03","broken","2026-07-03","TestCoursesHealth","test_courses","",""
"POST /v1/interview/start-with-job without job_description → 422.","0","test_p1_start_interview_with_job_missing_jd","tests.api","2026-07-03","failed","2026-07-03","TestAIInterviewP1","test_interview","",""
"P0: List active pricing entries (public).","0","test_list_pricing_entries","tests.api","2026-07-03","failed","2026-07-03","TestBillingPricing","test_billing","",""
"","0","test_put_role","tests.api","2026-07-03","failed","2026-07-03","TestAuthRolesCRUD","test_auth","",""
